Kanda/Book,Sarga/Chapter,Shloka/Verse Number,English Translation
Bala Kanda,3,35,"Crossing over the ocean by the boulder bridge built by Nala, and seizure of Lanka in night, and Vibheeshana, the younger brother of Ravana, whom Ravana banished, comes to meet Rama, and his telling the scheme to kill Ravana to Rama..."
Bala Kanda,3,37,"Crowning of Vibheeshana as the king of Lanka, after the demise of Ravana, and also Rama's seeing Pushpaka, the divine aircraft, and returning to Ayodhya in that aircraft... and Rama's meeting Sage Bharadvaja on his way back..."
Bala Kanda,3,38,"Sending Hanuma to meet Bharata, for he avowed to self-immolate if Rama were not to come in time; the coronation festival of Rama; disbandment of all military troops of monkeys; Rama's ruling his kingdom to the delight of his subjects, and the desolation of Vaidehi too... are described by Valmiki."
Bala Kanda,3,39,"The godly sage Valmiki composed the futuristic legend of Rama while on the surface of earth, and whatever that is there, that is composed in all its minuteness, in the coming chapters of this epic."
Bala Kanda,4,1,"The godly saint Valmiki composed Ramayana on Rama's retrieving kingdom, wording admirably and meaningfully."
Bala Kanda,4,2,"Sage Valmiki said Ramayana in twenty four thousand verses, in six hundred chapters, in six books, likewise an end-piece too."
Bala Kanda,4,3,"Though that great scholar composed thus with leading and sequel legends, that godly saint thought over thus 'really, who will render all this ballad...'"
Bala Kanda,4,4,"Then Lava and Kusha who are in the attire of hermits have touched the feet of that contemplative soul Valmiki, who is now thoughtful."
Bala Kanda,4,5,"Glorious Kusha and Lava are the virtue knowing princes, and they are endowed with melodious voice, besides being the residents of the same hermitage, thus Valmiki saw them saluting at his feet."
Bala Kanda,4,6,"On seeing that pair intellectuals who are proficient in Veda-s that self-reliant sage Valmiki made those two to memorize the epic, as the epic Ramayana is composed only to reinforce the import of Veda-s, as an ancillary."
Bala Kanda,4,7,"That sage with observed sacred vows has rendered the entire epic in the name of 'Ramayana', 'Sublime Legend of Seetha' and 'elimination of Ravana'."
Bala Kanda,4,8,"To read or to sing it is melodious, adaptable to music with three scales and sevenfold tune, and orchestral to the tunes of string-instrument and rhythm included..."
Bala Kanda,4,9,"Aesthetics like romance, pathos, comic, fury, fright, valour etc., embodying the epic is sung [by Kusha, Lava.]"
Bala Kanda,4,10,"They are conversant with the art of music and proficient with the pitch and pausing their voices, and those two brothers have not only a wealthy voice, but they also look like celestial singers."
Bala Kanda,4,11,"They have charm in their appearance and melodiousness in their voice, they are like the two reflections of one original object, and thus they came out from the body of Rama, separately."
Bala Kanda,4,12,"They the princes have memorized that virtue-expounding epic, the best; in its entirety and in doing so, they rendered that epic faultlessly."
Bala Kanda,4,13,"They sung the epic as schooled, well aware of its content and intent, among the assemblages of sages, scholars and also of eminent persons, with their best concentration"
Bala Kanda,4,14,"Once those two great-souls who endowed with musical talent and with all remarkable features, sung this epic, standing nearby the midst of a gathering of sages and pious souls. [1-4-14-15a]"
Bala Kanda,4,15,"On hearing that, the eyes of all the sages were overspread with tears of happiness, and they appreciated saying, 'splendid, splendid is this...' [1-4-15b-16a]"
Bala Kanda,4,16,"All those saints being the saint-patrons of virtue are pleased at heart, and praised the praiseworthy Kusha and Lava, while they are singing. [1-4-16b-17a]"
Bala Kanda,4,17,"""The melody of the ballad, especially the meaning of verses, aha! Superb... though this has happened long-ago it is shown like the one happening presently... [1-4-17b-18a]"
Bala Kanda,4,18,"""On getting into the mood of the epic, those two sang its import in one tune, that too melodiously and rapturously, marinating the pitch and tune..."" So said the saints. [1-4-18b-19a]"
Bala Kanda,4,19,"While the great saints of blessed ascesis are appreciating that way, those two melodiously sang very effectually and very meaningfully. [1-4-19b-20a]"
Bala Kanda,4,20,"And someone, a pleased saint, got up and bestowed a handy vessel to them... another reputed sage, lauding them contributed a jute robe. [1-4-20b-21a]"
Bala Kanda,4,21,"And another sage bestowed a black-deerskin, and like that yet another a sacred thread... someone gave a water-pot and another great saint a girdle of maunja grass to singers, while that way another contributed an under cloth; another sage gladly contributed a hatchet to them, another a saffron clothe, and yet another saint bestowed a cloth-wrapper; another delivered tuft-headband also, and another enchanted for their singing ballad handed out a sacrificial vessel, and another a bundle of firewood sticks, and yet another gave a plank-seat of audambari wood, and other called forth blessings, and someone then happily chanted bless-hymns for longevity... there by all the truth-avowing saints, those that are great sages have thus bestowed boons. [1-4-21b-26a]"
Bala Kanda,4,22,"""Surprising is this well-said rendering of Valmiki... it is the subsistence for tomorrow's poets... and this is completed sequentially, as well... [1-4-26b-27a]"
Bala Kanda,4,23,"While this song that generates longevity and prosperity, and one that is melodious one to all ears is being sung everywhere in streets and king's ways and while those two singers who are experts in singing any kind of music are being appreciated everywhere, Rama has seen them. [1-4-27b-29a]"
Bala Kanda,4,24,"Then on seeing them Rama, the enemy-eliminator, fetched those honour-worthy bothers, Lava and Kusha, to his palace and honoured them. [1-4-29b-30a]"
Bala Kanda,4,25,"He that king Rama is then surrounded by his ministers and brothers that are sitting his nearby, he himself sat on a divine golden throne. [1-4-3b-31a]"
Bala Kanda,4,26,"Having seen the mannerly brothers endowed with beautiful features, Rama spoke to Lakshmana, and Shatrughna, and Bharata likewise. [1-4-31b-32a]"
Bala Kanda,4,27,"Rama said to thus, ""Let this ballad be keenly heard from these divinely resplendent brothers, for it contains versatile words and meanings...' and thus he motivated the singers. [1-4-32b-33a]"
Bala Kanda,4,28,"Even those two singers have sung the ballad melodiously and effectually, with their clear and clarified voices, like the melody of string and rhythmic instruments, with very clear and meaningful intonation. [1-4-33b-c]"
Bala Kanda,4,34,"Enthralling courtier's bodies, minds and hearts also, and thus that song sone forth as it is for all ears, bearing a comfort in its manifestation, among the gathering of the people."
Bala Kanda,4,35,"""These two saint-like Kusha and Lava, who also possess kingly features, but they are great hermits... this narration is endowing good fortune to me also, listen to that great efficacious legend [of Seetha...]"" [So said Rama to those courtiers.]"
Bala Kanda,4,36,"Then those two singers, motivated by Rama's words, sang the ballad in maarga system, for they are well versed in it, then even Rama, who is also in the congregation, again to pacify his mind, [for the story of Seetha puts his mind to turmoil,] became interested at heart [to continue listening Seetha's story...]"
Bala Kanda,5,1,"Once upon a time, under which victorious kings, starting from Prajapatithi-s, this entire earth with all its islands is there, among which kings one king named Sagara is there, well-known for his deepening the oceans, and whom his sixty thousand sons were fencing in when he is set out for action, in the dynasty of such Ikshvaku kings this highly revered and reputed epic Ramayana is originated. [1-5-1, 3]"
Bala Kanda,5,4,"Being such a legend, we two wish to relate this Ramayana entirely and completely from the beginning, which is endowed with the values and means of probity, prosperity, and pleasure seeking... and this be listened without any caviling."
Bala Kanda,5,5,"A great kingdom named Kosala, a joyous and a vast one well flourishing with monies and cereals, is snugly situated on the riverbanks of Sarayu."
Bala Kanda,5,6,"A world-renowned city is there in that kingdom, which is personally built by Manu, the foremost ruler of mankind."
Bala Kanda,5,7,That glorious city with well-devised highways is twelve yojana-s lengthwise and three yojana-s breadth wise.
Bala Kanda,5,8,"That city shines forth with well-laid great royal highways that are always wetted with water, and with flowers strewn and scattered on them."
Bala Kanda,5,9,"As an improver of great kingdom Dasharatha the king made her as his abode, as Indra made heavens as his abode."
Bala Kanda,5,10,"That city is surrounded with gateways and archways; the front yards of buildings are well laid; it is lodges all kinds of machinery, weaponry and craftsmen, and king Dasharatha dwells in such a city."
Bala Kanda,5,11,"She that prosperous city Ayodhya is muchly crammed with many a eulogist and panej~nrist, yet she is highly splendorous with many a bastion, flag and hundreds of batteries of canons, and Dasharatha dwells therein."
Bala Kanda,5,12,"That city Ayodhya accommodates groups of danseuses and theatrical personnel, and she is surrounded everywhere with the gardens and brakes of mango trees, and her wide fort-wall is like her cincture ornament."
Bala Kanda,5,13,"That Ayodhya is an impassable one for trespassers, or for others invaders, owing to her impassable and profound moats, and she is abounding with horses, camels, likewise with cows and donkeys."
Bala Kanda,5,14,"With the throngs of provincial kings who come hither to pay dues pervade that city, and she is verily lustrous with residents of various other countries, and with traders, too. In such a city Dasharatha dwells."
Bala Kanda,5,15,"Buildings are ornamentally studded with precious gems, and with such multi-storied sky scrappers she is adorned, and filled with them she is like Amaravati, the capital of Indra."
Bala Kanda,5,16,"Amazing is Ayodhya for its lay-out is like a game board called aSTapadi, and with its flocks of beautiful women moving thereabout, where all kinds of precious gems are heaped up, and where its seven storied buildings are picturesque."
Bala Kanda,5,17,"The housing is very dense and there is no place or ground unutilized, and all are constructed on well-levelled lands, and rice-grain is plentiful while the drinking water tastes like sugar cane juice."
